claim_id,claim,evidence,label
268,"Some scientists believe that solar activity is more likely to influence today’s climate than carbon dioxide, and Dr Soon has compiled data showing temperature in America, Canada and Mexico rises and falls in line with solar activity.",Another line of evidence for the warming not being due to the Sun is how temperature changes differ at different levels in the Earth's atmosphere.,REFUTES
268,"Some scientists believe that solar activity is more likely to influence today’s climate than carbon dioxide, and Dr Soon has compiled data showing temperature in America, Canada and Mexico rises and falls in line with solar activity.","The 2007 Fourth Assessment Report compiled by the IPCC (AR4) noted that ""changes in atmospheric concentrations of greenhouse gases and aerosols, land cover and solar radiation alter the energy balance of the climate system"", and concluded that ""increases in anthropogenic greenhouse gas concentrations is very likely to have caused most of the increases in global average temperatures since the mid-20th century"".",REFUTES
272,The melting ice has led to global sea level rise of around eight inches since reliable record keeping began in 1880.,The Greenland Ice Sheet has experienced record melting in recent years since detailed records have been kept and is likely to contribute substantially to sea level rise as well as to possible changes in ocean circulation in the future if this is sustained.,SUPPORTS
272,The melting ice has led to global sea level rise of around eight inches since reliable record keeping began in 1880.,"Since the last glacial maximum about 20,000 years ago, the sea level has risen by more than 125 metres (410 ft), with rates varying from less than a mm/year to 40+ mm/year, as a result of melting ice sheets over Canada and Eurasia.",SUPPORTS
272,The melting ice has led to global sea level rise of around eight inches since reliable record keeping began in 1880.,"This acceleration is due mostly to human-caused global warming, which is driving thermal expansion of seawater and the melting of land-based ice sheets and glaciers.",SUPPORTS
272,The melting ice has led to global sea level rise of around eight inches since reliable record keeping began in 1880.,"Between 1993 and 2018, thermal expansion of the oceans contributed 42% to sea level rise; the melting of temperate glaciers, 21%; Greenland, 15%; and Antarctica, 8%.",SUPPORTS
272,The melting ice has led to global sea level rise of around eight inches since reliable record keeping began in 1880.,"""The melting of floating ice raises the ocean level"".",SUPPORTS
275,until temperature increases began to slow down after 1998 and remained relatively stable for a period of 15 years,"Currently, surface temperatures are rising by about 0.2 °C per decade.",SUPPORTS
275,until temperature increases began to slow down after 1998 and remained relatively stable for a period of 15 years,"An example of such an episode is the slower rate of surface temperature increase from 1998 to 2012, which was dubbed the global warming hiatus.",SUPPORTS
275,until temperature increases began to slow down after 1998 and remained relatively stable for a period of 15 years,"Throughout this period ocean heat storage continued to progress steadily upwards, and in subsequent years surface temperatures have spiked upwards.",SUPPORTS
275,until temperature increases began to slow down after 1998 and remained relatively stable for a period of 15 years,"An ice age is a long period of reduction in the temperature of the Earth's surface and atmosphere, resulting in the presence or expansion of continental and polar ice sheets and alpine glaciers.",SUPPORTS
275,until temperature increases began to slow down after 1998 and remained relatively stable for a period of 15 years,The Little Ice Age was a period from about 1550 to 1850 when the world experienced relatively cooler temperatures compared to the time before and after.,SUPPORTS
279,"In one particularly damning email, CRU director Phil Jones said he had used ‘Mike’s Nature trick’ to ‘hide the decline’ in temperatures in the second half of the 20th century.","Many commentators quoted one email in which Phil Jones said that he had used ""Mike's Nature trick"" in a 1999 graph for the World Meteorological Organization ""to hide the decline"" in proxy temperatures derived from tree-ring analyses when measured temperatures were actually rising.",SUPPORTS
279,"In one particularly damning email, CRU director Phil Jones said he had used ‘Mike’s Nature trick’ to ‘hide the decline’ in temperatures in the second half of the 20th century.","In August 2009 its director, Phil Jones, told the science journal Nature that he was working to make the data publicly available with the agreement of its owners but this was expected to take some months, and objections were anticipated from National Meteorological Organisations that made money from selling the data.",SUPPORTS
279,"In one particularly damning email, CRU director Phil Jones said he had used ‘Mike’s Nature trick’ to ‘hide the decline’ in temperatures in the second half of the 20th century.","The AR4 SPM statement was that ""Average Northern Hemisphere temperatures during the second half of the 20th century were very likely higher than during any other 50-year period in the last 500 years and likely the highest in at least the past 1,300 years.",SUPPORTS
279,"In one particularly damning email, CRU director Phil Jones said he had used ‘Mike’s Nature trick’ to ‘hide the decline’ in temperatures in the second half of the 20th century.","Despite this and the fact that 1999 had just seen record breaking global temperatures, the email was widely misquoted as a ""trick"" to ""hide the decline"" as though it referred to a decline in measured global temperatures, an accusation made publicly by the politicians Sarah Palin and Jim Inhofe.",SUPPORTS
279,"In one particularly damning email, CRU director Phil Jones said he had used ‘Mike’s Nature trick’ to ‘hide the decline’ in temperatures in the second half of the 20th century.",He temporarily stepped aside from Director of the CRU in November 2009 following a controversy over e-mails which were stolen and published by person(s) unknown.,SUPPORTS
282,The panel was forced to retract a statement in its 2007 report saying all Himalayan glaciers could melt entirely by 2035.,A paragraph in the 938-page 2007 Working Group II report (WGII) included a projection that Himalayan glaciers could disappear by 2035.,SUPPORTS
282,The panel was forced to retract a statement in its 2007 report saying all Himalayan glaciers could melt entirely by 2035.,"In 2007, the Intergovernmental Panel on Climate Change (IPCC), in its Fourth Report, stated that the Himalayan glaciers which feed the river, were at risk of melting by 2035.",SUPPORTS
282,The panel was forced to retract a statement in its 2007 report saying all Himalayan glaciers could melt entirely by 2035.,"Two errors include the melting of Himalayan glaciers (see later section), and Dutch land area that is below sea level.",SUPPORTS
282,The panel was forced to retract a statement in its 2007 report saying all Himalayan glaciers could melt entirely by 2035.,"A paragraph in the 2007 Working Group II report (""Impacts, Adaptation and Vulnerability""), chapter 10 included a projection that Himalayan glaciers could disappear by 2035 Glaciers in the Himalaya are receding faster than in any other part of the world (see Table 10.9) and, if the present rate continues, the likelihood of them disappearing by the year 2035 and perhaps sooner is very high if the Earth keeps warming at the current rate.",SUPPORTS
